date,home_team,away_team,home_score,away_score,competition,city,country,neutral,world_cup,winner
1959,France,Italy,22,0,Test Match,Nantes,France,FALSE,FALSE,France
1959,France,Wales,11,3,1959 Five Nations Championship,Paris,France,FALSE,FALSE,France
1959,Ireland,France,9,5,1959 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1960,Scotland,France,11,13,1960 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,France
1960,England,Wales,14,6,1960 Five Nations Championship,London,England,FALSE,FALSE,England
1960,Wales,Scotland,8,0,1960 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1960,England,Ireland,8,5,1960 Five Nations Championship,London,England,FALSE,FALSE,England
1960,Ireland,Scotland,5,6,1960 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Scotland
1960,France,England,3,3,1960 Five Nations Championship,Colombes,France,FALSE,FALSE,Draw
1960,Ireland,Wales,9,10,1960 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Wales
1960,Scotland,England,12,21,1960 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,England
1960,Wales,France,8,16,1960 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,France
1960,France,Ireland,23,6,1960 Five Nations Championship,Paris,France,FALSE,FALSE,France
1960,Italy,France,0,26,Test Match,Treviso,Italy,FALSE,FALSE,France
1960,South Africa,Scotland,18,10,,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
1960,South Africa,New Zealand,13,0,1960 New Zealand tour,Johannesburg,South Africa,FALSE,FALSE,South Africa
1960,Argentina,France,3,37,1960 France tour of Argentina and Uruguay,Buenos Aires,Argentina,FALSE,FALSE,France
1960,South Africa,New Zealand,3,11,1960 New Zealand tour,Cape Town,South Africa,FALSE,FALSE,New Zealand
1960,Argentina,France,3,12,1960 France tour of Argentina and Uruguay,Buenos Aires,Argentina,FALSE,FALSE,France
1960,South Africa,New Zealand,11,11,1960 New Zealand tour,Bloemfontein,South Africa,FALSE,FALSE,Draw
1960,Argentina,France,6,29,1960 France tour of Argentina and Uruguay,Buenos Aires,Argentina,FALSE,FALSE,France
1960,South Africa,New Zealand,8,3,1960 New Zealand tour,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
1960,Wales,South Africa,0,3,1960-61 South Africa tour of Europe,Cardiff,Wales,FALSE,FALSE,South Africa
1960,Ireland,South Africa,3,8,1960-61 South Africa rugby union tour of Europe,Dublin,Ireland,FALSE,FALSE,South Africa
1961,France,Scotland,11,0,1961 Five Nations Championship,Colombes,France,FALSE,FALSE,France
1961,England,South Africa,0,5,1960-61 South Africa rugby union tour of Europe,London,England,FALSE,FALSE,South Africa
1961,Wales,England,6,3,1961 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1961,Scotland,South Africa,5,12,1960-61 South Africa rugby union tour of Europe,Edinburgh,Scotland,FALSE,FALSE,South Africa
1961,Scotland,Wales,3,0,1961 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1961,Ireland,England,11,8,1961 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1961,France,South Africa,0,0,1960-61 South Africa rugby union tour of Europe,Colombes,France,FALSE,FALSE,Draw
1961,Scotland,Ireland,16,8,1961 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1961,England,France,5,5,1961 Five Nations Championship,London,England,FALSE,FALSE,Draw
1961,Wales,Ireland,9,0,1961 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1961,England,Scotland,6,0,1961 Five Nations Championship,London,England,FALSE,FALSE,England
1961,France,Wales,8,6,1961 Five Nations Championship,Paris,France,FALSE,FALSE,France
1961,France,Italy,17,0,Test Match,Chambéry,France,FALSE,FALSE,France
1961,Ireland,France,3,15,1961 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,France
1961,South Africa,Ireland,24,8,1961 Ireland rugby union tour of South Africa,Cape Town,South Africa,FALSE,FALSE,South Africa
1961,New Zealand,France,13,6,1961 French tour of New Zealand,Auckland,New Zealand,FALSE,FALSE,New Zealand
1961,New Zealand,France,5,3,1961 French tour of New Zealand,Wellington,New Zealand,FALSE,FALSE,New Zealand
1961,South Africa,Australia,28,3,1961 Australia tour of South Africa,Johannesburg,South Africa,FALSE,FALSE,South Africa
1961,South Africa,Australia,23,11,1961 Australia tour of South Africa,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
1961,New Zealand,France,32,3,1961 French tour of New Zealand,Christchurch,New Zealand,FALSE,FALSE,New Zealand
1961,Australia,France,8,15,1961 France tour of New Zealand and Australia,Sydney,Australia,FALSE,FALSE,France
1962,Scotland,France,3,11,1962 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,France
1962,England,Wales,0,0,1962 Five Nations Championship,London,England,FALSE,FALSE,Draw
1962,Wales,Scotland,3,8,1962 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Scotland
1962,England,Ireland,16,0,1962 Five Nations Championship,London,England,FALSE,FALSE,England
1962,France,England,13,0,1962 Five Nations Championship,Colombes,France,FALSE,FALSE,France
1962,Ireland,Scotland,6,20,1962 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Scotland
1962,Scotland,England,3,3,1962 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Draw
1962,Wales,France,3,0,1962 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1962,France,Ireland,11,0,1962 Five Nations Championship,Paris,France,FALSE,FALSE,France
1962,Italy,France,3,6,Test Match,Brescia,Italy,FALSE,FALSE,France
1962,Australia,New Zealand,6,20,1962 New Zealand tour of Australia,Brisbane,Australia,FALSE,FALSE,New Zealand
1962,Australia,New Zealand,5,14,1962 New Zealand tour of Australia,Sydney,Australia,FALSE,FALSE,New Zealand
1962,New Zealand,Australia,9,9,1962 Australia tour of New Zealand,Wellington,New Zealand,FALSE,FALSE,Draw
1962,New Zealand,Australia,3,0,1962 Australia tour of New Zealand,Dunedin,New Zealand,FALSE,FALSE,New Zealand
1962,New Zealand,Australia,16,8,1962 Australia tour of New Zealand,Auckland,New Zealand,FALSE,FALSE,New Zealand
1962,Ireland,Wales,3,3,1962 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Draw
1963,France,Scotland,6,11,1963 Five Nations Championship,Colombes,France,FALSE,FALSE,Scotland
1963,Wales,England,6,13,1963 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,England
1963,Ireland,France,5,24,1963 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,France
1963,Scotland,Ireland,3,0,1963 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1963,Scotland,Wales,0,6,1963 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Wales
1963,Ireland,England,0,0,1963 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Draw
1963,England,France,6,5,1963 Five Nations Championship,London,England,FALSE,FALSE,England
1963,Wales,Ireland,6,14,1963 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Ireland
1963,England,Scotland,10,8,1963 Five Nations Championship,London,England,FALSE,FALSE,England
1963,France,Wales,5,3,1963 Five Nations Championship,Paris,France,FALSE,FALSE,France
1963,France,Italy,14,12,Test Match,Grenoble,France,FALSE,FALSE,France
1963,New Zealand,England,21,11,1963 England rugby union tour of Australasia,Auckland,New Zealand,FALSE,FALSE,New Zealand
1963,New Zealand,England,9,6,1963 England rugby union tour of Australasia,Christchurch,New Zealand,FALSE,FALSE,New Zealand
1963,Australia,England,18,9,1963 England tour of Australia and New Zealand,Sydney,Australia,FALSE,FALSE,Australia
1963,South Africa,Australia,14,3,1963 Australia tour of South Africa,Pretoria,South Africa,FALSE,FALSE,South Africa
1963,South Africa,Australia,5,9,1963 Australia tour of South Africa,Cape Town,South Africa,FALSE,FALSE,Australia
1963,South Africa,Australia,9,11,1963 Australia tour of South Africa,Johannesburg,South Africa,FALSE,FALSE,Australia
1963,South Africa,Australia,22,6,1963 Australia tour of South Africa,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
1963,Ireland,New Zealand,5,6,"1963-64 New Zealand rugby union tour of Britain, Ireland, France and North America",Dublin,Ireland,FALSE,FALSE,New Zealand
1963,Wales,New Zealand,0,6,1963-64 New Zealand tour of Europe and North America,Cardiff,Wales,FALSE,FALSE,New Zealand
1964,England,New Zealand,0,14,"1963-64 New Zealand rugby union tour of Britain, Ireland, France and North America",London,England,FALSE,FALSE,New Zealand
1964,Scotland,France,10,0,1964 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1964,Scotland,New Zealand,0,0,1963-64 New Zealand tour,Edinburgh,Scotland,FALSE,FALSE,Draw
1964,England,Wales,6,6,1964 Five Nations Championship,London,England,FALSE,FALSE,Draw
1964,Wales,Scotland,11,3,1964 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1964,France,New Zealand,3,12,1963-64 New Zealand tour,Colombes,France,FALSE,FALSE,New Zealand
1964,England,Ireland,5,18,1964 Five Nations Championship,London,England,FALSE,FALSE,Ireland
1964,France,England,3,6,1964 Five Nations Championship,Colombes,France,FALSE,FALSE,England
1964,Ireland,Scotland,3,6,1964 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Scotland
1964,Ireland,Wales,6,15,1964 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Wales
1964,Scotland,England,15,6,1964 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1964,Wales,France,11,11,1964 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Draw
1964,Italy,France,3,12,Test Match,Parma,Italy,FALSE,FALSE,France
1964,France,Ireland,27,6,1964 Five Nations Championship,Paris,France,FALSE,FALSE,France
1964,South Africa,Wales,24,3,1964 Wales tour of Kenya and South Africa,Durban,South Africa,FALSE,FALSE,South Africa
1964,South Africa,France,6,8,1964 France rugby union tour of South Africa,Springs,South Africa,FALSE,FALSE,France
1964,New Zealand,Australia,14,9,1964 Australia tour of New Zealand,Dunedin,New Zealand,FALSE,FALSE,New Zealand
1964,New Zealand,Australia,18,3,1964 Australia tour of New Zealand,Christchurch,New Zealand,FALSE,FALSE,New Zealand
1964,New Zealand,Australia,5,20,1964 Australia tour of New Zealand,Wellington,New Zealand,FALSE,FALSE,Australia
1965,France,Scotland,16,8,1965 Five Nations Championship,Colombes,France,FALSE,FALSE,France
1965,Wales,England,14,3,1965 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1965,Ireland,France,3,3,1965 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Draw
1965,Scotland,Wales,12,14,1965 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Wales
1965,Ireland,England,5,0,1965 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1965,England,France,9,6,1965 Five Nations Championship,London,England,FALSE,FALSE,England
1965,Scotland,Ireland,6,16,1965 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Ireland
1965,Wales,Ireland,14,8,1965 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1965,England,Scotland,3,3,1965 Five Nations Championship,London,England,FALSE,FALSE,Draw
1965,France,Wales,22,13,1965 Five Nations Championship,Paris,France,FALSE,FALSE,France
1965,Ireland,South Africa,9,6,1965 South Africa rugby union tour of Scotland and Ireland,Dublin,Ireland,FALSE,FALSE,Ireland
1965,Scotland,South Africa,8,5,1965 South Africa rugby union tour of Scotland and Ireland,Edinburgh,Scotland,FALSE,FALSE,Scotland
1965,France,Italy,21,0,Test Match,Pau,France,FALSE,FALSE,France
1965,Australia,South Africa,18,11,1965 South Africa tour of Australia and New Zealand,Sydney,Australia,FALSE,FALSE,Australia
1965,Australia,South Africa,12,8,1965 South Africa tour of Australia and New Zealand,Brisbane,Australia,FALSE,FALSE,Australia
1965,New Zealand,South Africa,6,3,1965 South Africa tour,Wellington,New Zealand,FALSE,FALSE,New Zealand
1965,New Zealand,South Africa,13,0,1965 South Africa tour,Dunedin,New Zealand,FALSE,FALSE,New Zealand
1965,New Zealand,South Africa,16,19,1965 South Africa tour,Christchurch,New Zealand,FALSE,FALSE,South Africa
1965,New Zealand,South Africa,20,3,1965 South Africa tour,Auckland,New Zealand,FALSE,FALSE,New Zealand
1966,Scotland,France,3,3,1966 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Draw
1966,England,Wales,6,11,1966 Five Nations Championship,London,England,FALSE,FALSE,Wales
1966,France,Ireland,11,6,1966 Five Nations Championship,Paris,France,FALSE,FALSE,France
1966,Wales,Scotland,8,3,1966 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1966,England,Ireland,6,6,1966 Five Nations Championship,London,England,FALSE,FALSE,Draw
1966,Ireland,Scotland,3,11,1966 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Scotland
1966,France,England,13,0,1966 Five Nations Championship,Colombes,France,FALSE,FALSE,France
1966,Ireland,Wales,9,6,1966 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1966,Scotland,England,6,3,1966 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1966,Wales,France,9,8,1966 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1966,Italy,France,0,21,1966–67 FIRA Nations Cup,Naples,Italy,FALSE,FALSE,France
1966,Wales,Australia,11,14,"1966-67 Australia tour of Great Britain, Ireland and France",Cardiff,Wales,FALSE,FALSE,Australia
1966,Scotland,Australia,11,5,"1966-67 Australia tour of Great Britain, Ireland and France",Edinburgh,Scotland,FALSE,FALSE,Scotland
1967,England,Australia,11,23,"1966-67 Australia tour of Great Britain, Ireland and France",London,England,FALSE,FALSE,Australia
1967,France,Scotland,8,9,1967 Five Nations Championship,Colombes,France,FALSE,FALSE,Scotland
1967,Ireland,Australia,15,8,"1966-67 Australia tour of Great Britain, Ireland and France",Dublin,Ireland,FALSE,FALSE,Ireland
1967,Scotland,Wales,11,5,1967 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1967,Ireland,England,3,8,1967 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,England
1967,France,Australia,20,14,"1966-67 Australia tour of Great Britain, Ireland and France",Colombes,France,FALSE,FALSE,France
1967,Scotland,Ireland,3,5,1967 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Ireland
1967,England,France,12,16,1967 Five Nations Championship,London,England,FALSE,FALSE,France
1967,Wales,Ireland,0,3,1967 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Ireland
1967,England,Scotland,27,14,1967 Five Nations Championship,London,England,FALSE,FALSE,England
1967,France,Italy,60,13,1967-68 FIRA Nations Cup,Toulon,France,FALSE,FALSE,France
1967,France,Wales,20,14,1967 Five Nations Championship,Paris,France,FALSE,FALSE,France
1967,Wales,England,34,21,1967 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1967,Ireland,France,6,11,1967 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,France
1967,Australia,Ireland,5,11,1967 Ireland tour of Australia,Sydney,Australia,FALSE,FALSE,Ireland
1967,South Africa,France,26,3,1967 France rugby union tour of South Africa,Durban,South Africa,FALSE,FALSE,South Africa
1967,South Africa,France,16,3,1967 France rugby union tour of South Africa,Bloemfontein,South Africa,FALSE,FALSE,South Africa
1967,South Africa,France,14,19,1967 France rugby union tour of South Africa,Johannesburg,South Africa,FALSE,FALSE,France
1967,South Africa,France,6,6,1967 France rugby union tour of South Africa,Cape Town,South Africa,FALSE,FALSE,Draw
1967,New Zealand,Australia,29,9,1967 Australia tour of New Zealand,Wellington,New Zealand,FALSE,FALSE,New Zealand
1967,England,New Zealand,11,23,"1967 New Zealand rugby union tour of Britain, France and Canada",London,England,FALSE,FALSE,New Zealand
1967,Wales,New Zealand,6,13,"1967 New Zealand tour of Great Britain, France and Canada",Cardiff,Wales,FALSE,FALSE,New Zealand
1967,France,New Zealand,15,21,1967 New Zealand tour,Colombes,France,FALSE,FALSE,New Zealand
1967,Scotland,New Zealand,3,14,1967 New Zealand tour,Edinburgh,Scotland,FALSE,FALSE,New Zealand
1968,Scotland,France,6,8,1968 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,France
1968,England,Wales,11,11,1968 Five Nations Championship,London,England,FALSE,FALSE,Draw
1968,France,Ireland,16,6,1968 Five Nations Championship,Paris,France,FALSE,FALSE,France
1968,Wales,Scotland,5,0,1968 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1968,England,Ireland,9,9,1968 Five Nations Championship,London,England,FALSE,FALSE,Draw
1968,France,England,14,9,1968 Five Nations Championship,Colombes,France,FALSE,FALSE,France
1968,Ireland,Scotland,14,6,1968 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1968,Ireland,Wales,9,6,1968 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1968,Scotland,England,6,8,1968 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,England
1968,Wales,France,9,14,1968 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,France
1968,Australia,New Zealand,11,27,1968 New Zealand tour of Australia,Sydney,Australia,FALSE,FALSE,New Zealand
1968,Australia,New Zealand,18,19,1968 New Zealand tour of Australia,Brisbane,Australia,FALSE,FALSE,New Zealand
1968,New Zealand,France,12,9,1968 French tour of New Zealand,Christchurch,New Zealand,FALSE,FALSE,New Zealand
1968,New Zealand,France,9,3,1968 French tour of New Zealand,Wellington,New Zealand,FALSE,FALSE,New Zealand
1968,New Zealand,France,19,12,1968 French tour of New Zealand,Auckland,New Zealand,FALSE,FALSE,New Zealand
1968,Australia,France,11,10,1968 France tour of New Zealand and Australia,Sydney,Australia,FALSE,FALSE,Australia
1968,Ireland,Australia,10,3,1968 Australia tour of Great Britain and Ireland,Dublin,Ireland,FALSE,FALSE,Ireland
1968,Scotland,Australia,9,3,1968 Australia tour of Great Britain and Ireland,Edinburgh,Scotland,FALSE,FALSE,Scotland
1968,France,South Africa,9,12,1968 South Africa rugby union tour of France,Bordeaux,France,FALSE,FALSE,South Africa
1968,France,South Africa,11,16,1968 South Africa rugby union tour of France,Colombes,France,FALSE,FALSE,South Africa
1969,France,Scotland,3,6,1969 Five Nations Championship,Colombes,France,FALSE,FALSE,Scotland
1969,Ireland,France,17,9,1969 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1969,Scotland,Wales,3,17,1969 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Wales
1969,Ireland,England,17,15,1969 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1969,Scotland,Ireland,0,16,1969 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Ireland
1969,England,France,22,8,1969 Five Nations Championship,London,England,FALSE,FALSE,England
1969,Wales,Ireland,24,11,1969 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1969,England,Scotland,8,3,1969 Five Nations Championship,London,England,FALSE,FALSE,England
1969,France,Wales,8,8,1969 Five Nations Championship,Paris,France,FALSE,FALSE,Draw
1969,Wales,England,30,9,1969 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1969,New Zealand,Wales,19,0,"1969 Wales tour of New Zealand, Australia and Fiji",Christchurch,New Zealand,FALSE,FALSE,New Zealand
1969,New Zealand,Wales,33,12,"1969 Wales tour of New Zealand, Australia and Fiji",Auckland,New Zealand,FALSE,FALSE,New Zealand
1969,Australia,Wales,16,19,"1969 Wales tour of Australia, New Zealand and Fiji",Sydney,Australia,FALSE,FALSE,Wales
1969,South Africa,Australia,30,11,1969 Australia tour of South Africa,Johannesburg,South Africa,FALSE,FALSE,South Africa
1969,South Africa,Australia,16,9,1969 Australia tour of South Africa,Durban,South Africa,FALSE,FALSE,South Africa
1969,South Africa,Australia,11,3,1969 Australia tour of South Africa,Cape Town,South Africa,FALSE,FALSE,South Africa
1969,South Africa,Australia,19,8,1969 Australia tour of South Africa,Bloemfontein,South Africa,FALSE,FALSE,South Africa
1969,Scotland,South Africa,6,3,1969-70 South Africa rugby union tour of Britain and Ireland,Edinburgh,Scotland,FALSE,FALSE,Scotland
1969,England,South Africa,11,8,1969-70 South Africa rugby union tour of Britain and Ireland,London,England,FALSE,FALSE,England
1970,Scotland,France,9,11,1970 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,France
1970,Ireland,South Africa,8,8,1969-70 South Africa rugby union tour of Britain and Ireland,Dublin,Ireland,FALSE,FALSE,Draw
1970,Wales,South Africa,6,6,1969-70 South Africa tour of Great Britain and Ireland,Cardiff,Wales,FALSE,FALSE,Draw
1970,France,Ireland,8,0,1970 Five Nations Championship,Paris,France,FALSE,FALSE,France
1970,Wales,Scotland,18,9,1970 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1970,England,Ireland,9,3,1970 Five Nations Championship,London,England,FALSE,FALSE,England
1970,Scotland,England,14,5,1970 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1970,Ireland,Scotland,16,11,1970 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1970,England,Wales,13,17,1970 Five Nations Championship,London,England,FALSE,FALSE,Wales
1970,Ireland,Wales,14,0,1970 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1970,Wales,France,11,6,1970 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1970,France,England,35,13,1970 Five Nations Championship,Colombes,France,FALSE,FALSE,France
1970,Australia,Scotland,23,3,1970 Scotland tour of Australia,Sydney,Australia,FALSE,FALSE,Australia
1970,South Africa,New Zealand,17,6,1970 New Zealand tour,Pretoria,South Africa,FALSE,FALSE,South Africa
1970,South Africa,New Zealand,8,9,1970 New Zealand tour,Cape Town,South Africa,FALSE,FALSE,New Zealand
1970,South Africa,New Zealand,14,3,1970 New Zealand tour,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
1970,South Africa,New Zealand,20,17,1970 New Zealand tour,Johannesburg,South Africa,FALSE,FALSE,South Africa
1971,France,Scotland,13,8,1971 Five Nations Championship,Colombes,France,FALSE,FALSE,France
1971,Wales,England,22,6,1971 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1971,Ireland,France,9,9,1971 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Draw
1971,Scotland,Wales,18,19,1971 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Wales
1971,Ireland,England,6,9,1971 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,England
1971,Scotland,Ireland,5,17,1971 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Ireland
1971,England,France,14,14,1971 Five Nations Championship,London,England,FALSE,FALSE,Draw
1971,Wales,Ireland,23,9,1971 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1971,England,Scotland,15,16,1971 Five Nations Championship,London,England,FALSE,FALSE,Scotland
1971,Scotland,England,26,6,Rugby Union Centenary International,Edinburgh,Scotland,FALSE,FALSE,Scotland
1971,France,Wales,5,9,1971 Five Nations Championship,Paris,France,FALSE,FALSE,Wales
1971,South Africa,France,22,9,1971 France rugby union tour of South Africa,Bloemfontein,South Africa,FALSE,FALSE,South Africa
1971,South Africa,France,8,8,1971 France rugby union tour of South Africa,Durban,South Africa,FALSE,FALSE,Draw
1971,Australia,South Africa,11,19,1971 South Africa tour of Australia,Sydney,Australia,FALSE,FALSE,South Africa
1971,Australia,South Africa,6,14,1971 South Africa tour of Australia,Brisbane,Australia,FALSE,FALSE,South Africa
1971,Australia,South Africa,6,18,1971 South Africa tour of Australia,Sydney,Australia,FALSE,FALSE,South Africa
1971,France,Australia,11,13,1971 Australia tour of France,Toulouse,France,FALSE,FALSE,Australia
1971,France,Australia,18,9,1971 Australia tour of France,Colombes,France,FALSE,FALSE,France
1972,England,Wales,3,12,1972 Five Nations Championship,London,England,FALSE,FALSE,Wales
1972,Scotland,France,20,9,1972 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1972,France,Ireland,9,14,1972 Five Nations Championship,Paris,France,FALSE,FALSE,Ireland
1972,Wales,Scotland,35,12,1972 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1972,England,Ireland,12,16,1972 Five Nations Championship,London,England,FALSE,FALSE,Ireland
1972,France,England,37,12,1972 Five Nations Championship,Colombes,France,FALSE,FALSE,France
1972,Scotland,England,23,9,1972 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1972,Wales,France,20,6,1972 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1972,Ireland,France,24,14,Test Match,Dublin,Ireland,FALSE,FALSE,Ireland
1972,South Africa,England,9,18,1972 England rugby union tour of South Africa,Johannesburg,South Africa,FALSE,FALSE,England
1972,Australia,France,14,14,1972 France tour of Australia,Sydney,Australia,FALSE,FALSE,Draw
1972,Australia,France,15,16,1972 France tour of Australia,Brisbane,Australia,FALSE,FALSE,France
1972,New Zealand,Australia,29,6,1972 Australia tour of New Zealand,Wellington,New Zealand,FALSE,FALSE,New Zealand
1972,New Zealand,Australia,30,17,1972 Australia tour of New Zealand,Christchurch,New Zealand,FALSE,FALSE,New Zealand
1972,New Zealand,Australia,38,3,1972 Australia tour of New Zealand,Auckland,New Zealand,FALSE,FALSE,New Zealand
1972,Wales,New Zealand,16,19,1972-73 New Zealand tour of Europe and North America,Cardiff,Wales,FALSE,FALSE,New Zealand
1972,Scotland,New Zealand,9,14,1972-73 New Zealand tour,Edinburgh,Scotland,FALSE,FALSE,New Zealand
1973,England,New Zealand,0,9,"1972-73 New Zealand rugby union tour of Britain, Ireland, France and North America",London,England,FALSE,FALSE,New Zealand
1973,France,Scotland,16,13,1973 Five Nations Championship,Paris,France,FALSE,FALSE,France
1973,Wales,England,25,9,1973 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1973,Ireland,New Zealand,10,10,"1972-73 New Zealand rugby union tour of Britain, Ireland, France and North America",Dublin,Ireland,FALSE,FALSE,Draw
1973,Scotland,Wales,10,9,1973 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1973,Ireland,England,18,9,1973 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1973,France,New Zealand,13,6,1972-73 New Zealand tour,Paris,France,FALSE,FALSE,France
1973,England,France,14,6,1973 Five Nations Championship,London,England,FALSE,FALSE,England
1973,Scotland,Ireland,19,14,1973 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1973,Wales,Ireland,16,12,1973 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1973,England,Scotland,20,13,1973 Five Nations Championship,London,England,FALSE,FALSE,England
1973,France,Wales,12,3,1973 Five Nations Championship,Paris,France,FALSE,FALSE,France
1973,Ireland,France,6,4,1973 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1973,New Zealand,England,10,16,1973 England rugby union tour of Fiji and New Zealand,Auckland,New Zealand,FALSE,FALSE,England
1973,Wales,Australia,24,0,1973 Australia tour of Great Britain and Italy,Cardiff,Wales,FALSE,FALSE,Wales
1973,England,Australia,20,3,1973 Australia tour of Great Britain and Italy,London,England,FALSE,FALSE,England
1974,France,Ireland,9,6,1974 Five Nations Championship,Paris,France,FALSE,FALSE,France
1974,Wales,Scotland,6,0,1974 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1974,Ireland,Wales,9,9,1974 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Draw
1974,Scotland,England,16,14,1974 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1974,England,Ireland,21,26,1974 Five Nations Championship,London,England,FALSE,FALSE,Ireland
1974,Wales,France,16,16,1974 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Draw
