date,home_team,away_team,home_score,away_score,competition,city,country,neutral,world_cup,winner
1994,New Zealand,South Africa,18,18,1994 South Africa tour,Auckland,New Zealand,FALSE,FALSE,Draw
1994,Australia,New Zealand,20,16,1994 New Zealand tour of Australia,Sydney,Australia,FALSE,FALSE,Australia
1994,South Africa,Argentina,42,22,1994 Argentina tour of South Africa,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
1994,Wales,Italy,29,19,,Cardiff,Wales,FALSE,FALSE,Wales
1994,South Africa,Argentina,46,26,1994 Argentina tour of South Africa,Johannesburg,South Africa,FALSE,FALSE,South Africa
1994,Scotland,South Africa,10,34,1994 South Africa rugby union tour of Britain and Ireland,Edinburgh,Scotland,FALSE,FALSE,South Africa
1994,Wales,South Africa,12,20,1994 South Africa tour of Great Britain and Ireland,Cardiff,Wales,FALSE,FALSE,South Africa
1995,France,Wales,21,9,1995 Five Nations Championship,Paris,France,FALSE,FALSE,France
1995,Ireland,England,8,20,1995 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,England
1995,England,France,31,10,1995 Five Nations Championship,London,England,FALSE,FALSE,England
1995,Scotland,Ireland,26,13,1995 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1995,Wales,England,9,23,1995 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,England
1995,France,Scotland,21,23,1995 Five Nations Championship,Paris,France,FALSE,FALSE,Scotland
1995,Ireland,France,7,25,1995 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,France
1995,Scotland,Wales,26,13,1995 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1995,England,Scotland,24,12,1995 Five Nations Championship,London,England,FALSE,FALSE,England
1995,Wales,Ireland,12,16,1995 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Ireland
1995,Australia,Argentina,53,7,1995 Argentina tour of Australia,Brisbane,Australia,FALSE,FALSE,Australia
1995,Italy,Ireland,22,12,,Treviso,Italy,FALSE,FALSE,Italy
1995,Australia,Argentina,30,13,1995 Argentina tour of Australia,Sydney,Australia,FALSE,FALSE,Australia
1995,South Africa,Australia,18,27,1995 Rugby World Cup Pool match,Cape Town,South Africa,FALSE,TRUE,Australia
1995,Ireland,New Zealand,19,43,1995 Rugby World Cup,Johannesburg,South Africa,TRUE,TRUE,New Zealand
1995,England,Argentina,24,18,1995 Rugby World Cup Pool match,Durban,South Africa,TRUE,TRUE,England
1995,New Zealand,Wales,34,9,1995 Rugby World Cup Pool match,Johannesburg,South Africa,TRUE,TRUE,New Zealand
1995,England,Italy,27,20,1995 Rugby World Cup Pool Stage,Durban,South Africa,TRUE,TRUE,England
1995,France,Scotland,22,19,1995 Rugby World Cup,Pretoria,South Africa,TRUE,TRUE,France
1995,Ireland,Wales,24,23,1995 Rugby World Cup,Johannesburg,South Africa,TRUE,TRUE,Ireland
1995,Argentina,Italy,25,31,1995 Rugby World Cup,East London,South Africa,TRUE,TRUE,Italy
1995,France,Ireland,36,12,1995 Rugby World Cup,Durban,South Africa,TRUE,TRUE,France
1995,England,Australia,25,22,1995 Rugby World Cup Quarter-final,Cape Town,South Africa,TRUE,TRUE,England
1995,New Zealand,Scotland,48,30,1995 Rugby World Cup Quarter Final,Pretoria,South Africa,TRUE,TRUE,New Zealand
1995,South Africa,France,19,15,1995 Rugby World Cup semi-final,Durban,South Africa,FALSE,TRUE,South Africa
1995,New Zealand,England,45,29,1995 Rugby World Cup Semi-final,Cape Town,South Africa,TRUE,TRUE,New Zealand
1995,England,France,9,19,1995 Rugby World Cup third-place play-off,Pretoria,South Africa,TRUE,TRUE,France
1995,South Africa,New Zealand,15,12,1995 Rugby World Cup Final,Johannesburg,South Africa,FALSE,TRUE,South Africa
1995,New Zealand,Australia,28,16,1995 Australia tour of New Zealand,Auckland,New Zealand,FALSE,FALSE,New Zealand
1995,Australia,New Zealand,23,34,1995 New Zealand tour of Australia,Sydney,Australia,FALSE,FALSE,New Zealand
1995,South Africa,Wales,40,11,Wales tour of South Africa,Johannesburg,South Africa,FALSE,FALSE,South Africa
1995,France,Italy,34,22,1st Coupe Latine de Rugby,Buenos Aires,Argentina,TRUE,FALSE,France
1995,Argentina,Italy,26,6,,Tucumán,Argentina,FALSE,FALSE,Argentina
1995,Argentina,France,12,47,1995 Latin Cup,Buenos Aires,Argentina,FALSE,FALSE,France
1995,Italy,New Zealand,6,70,1995 New Zealand rugby union tour of Italy and France,Bologna,Italy,FALSE,FALSE,New Zealand
1995,France,New Zealand,22,15,1995 New Zealand tour,Toulouse,France,FALSE,FALSE,France
1995,Italy,South Africa,21,40,,Rome,Italy,FALSE,FALSE,South Africa
1995,France,New Zealand,12,37,1995 New Zealand tour,Paris,France,FALSE,FALSE,New Zealand
1995,England,South Africa,14,24,,London,England,FALSE,FALSE,South Africa
1996,Wales,Italy,31,26,,Cardiff,Wales,FALSE,FALSE,Wales
1996,France,England,15,12,1996 Five Nations Championship,Paris,France,FALSE,FALSE,France
1996,Ireland,Scotland,10,16,1996 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Scotland
1996,Scotland,France,19,14,1996 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1996,England,Wales,21,15,1996 Five Nations Championship,London,England,FALSE,FALSE,England
1996,Wales,Scotland,14,16,1996 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Scotland
1996,France,Ireland,45,10,1996 Five Nations Championship,Paris,France,FALSE,FALSE,France
1996,Scotland,England,9,18,1996 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,England
1996,Ireland,Wales,30,17,1996 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1996,Wales,France,16,15,1996 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1996,England,Ireland,28,15,1996 Five Nations Championship,London,England,FALSE,FALSE,England
1996,Australia,Wales,56,25,1996 Wales tour of Australia,Brisbane,Australia,FALSE,FALSE,Australia
1996,New Zealand,Scotland,62,31,1996 Scotland rugby union tour of New Zealand,Dunedin,New Zealand,FALSE,FALSE,New Zealand
1996,Argentina,France,27,34,1996 France tour of Argentina,Buenos Aires,Argentina,FALSE,FALSE,France
1996,Australia,Wales,42,3,1996 Wales tour of Australia,Sydney,Australia,FALSE,FALSE,Australia
1996,New Zealand,Scotland,36,12,1996 Scotland rugby union tour of New Zealand,Auckland,New Zealand,FALSE,FALSE,New Zealand
1996,Argentina,France,15,34,1996 France tour of Argentina,Buenos Aires,Argentina,FALSE,FALSE,France
1996,New Zealand,Australia,43,6,1996 Tri Nations Series,Wellington,New Zealand,FALSE,FALSE,New Zealand
1996,Australia,South Africa,21,16,1996 Tri Nations Series,Sydney,Australia,FALSE,FALSE,Australia
1996,New Zealand,South Africa,15,11,1996 Tri Nations Series,Christchurch,New Zealand,FALSE,FALSE,New Zealand
1996,Australia,New Zealand,25,32,1996 Tri Nations Series,Brisbane,Australia,FALSE,FALSE,New Zealand
1996,South Africa,Australia,25,19,1996 Tri Nations Series,Bloemfontein,South Africa,FALSE,FALSE,South Africa
1996,South Africa,New Zealand,18,29,1996 Tri Nations Series,Cape Town,South Africa,FALSE,FALSE,New Zealand
1996,South Africa,New Zealand,19,23,1996 New Zealand tour,Durban,South Africa,FALSE,FALSE,New Zealand
1996,South Africa,New Zealand,26,33,1996 New Zealand tour,Pretoria,South Africa,FALSE,FALSE,New Zealand
1996,South Africa,New Zealand,32,22,1996 New Zealand tour,Johannesburg,South Africa,FALSE,FALSE,South Africa
1996,Wales,France,33,40,1996 France tour of Argentina and Wales,Cardiff,Wales,FALSE,FALSE,France
1996,Italy,Wales,22,31,,Rome,Italy,FALSE,FALSE,Wales
1996,Italy,Australia,18,40,"1996 Australia tour of Great Britain, Ireland and Italy",Padua,Italy,FALSE,FALSE,Australia
1996,Scotland,Australia,19,29,"1996 Australia tour of Great Britain, Ireland and Italy",Edinburgh,Scotland,FALSE,FALSE,Australia
1996,Argentina,South Africa,15,46,1996 South Africa tour of Argentina and Europe,Buenos Aires,Argentina,FALSE,FALSE,South Africa
1996,Argentina,South Africa,21,44,1996 South Africa tour of Argentina and Europe,Buenos Aires,Argentina,FALSE,FALSE,South Africa
1996,Ireland,Australia,12,22,"1996 Australia tour of Great Britain, Ireland and Italy",Dublin,Ireland,FALSE,FALSE,Australia
1996,England,Italy,54,21,The Save & Prosper International,London,England,FALSE,FALSE,England
1996,France,South Africa,12,22,1996 South Africa rugby union tour of Argentina and Europe,Bordeaux,France,FALSE,FALSE,South Africa
1996,Wales,Australia,19,28,"1996 Australia tour of Great Britain, Ireland and Italy",Cardiff,Wales,FALSE,FALSE,Australia
1996,France,South Africa,12,13,1996 South Africa rugby union tour of Argentina and Europe,Paris,France,FALSE,FALSE,South Africa
1996,England,Argentina,20,18,1996 Argentina tour of England,London,England,FALSE,FALSE,England
1996,Scotland,Italy,29,22,,Edinburgh,Scotland,FALSE,FALSE,Scotland
1996,Wales,South Africa,20,37,1996 South Africa tour of Argentina and Europe,Cardiff,Wales,FALSE,FALSE,South Africa
1997,Ireland,Italy,29,37,,Dublin,Ireland,FALSE,FALSE,Italy
1997,Scotland,Wales,19,34,1997 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Wales
1997,Ireland,France,15,32,1997 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,France
1997,England,Scotland,41,13,1997 Five Nations Championship,London,England,FALSE,FALSE,England
1997,Wales,Ireland,25,26,1997 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Ireland
1997,France,Wales,27,22,1997 Five Nations Championship,Paris,France,FALSE,FALSE,France
1997,Ireland,England,6,46,1997 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,England
1997,Scotland,Ireland,38,10,1997 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1997,England,France,20,23,1997 Five Nations Championship,London,England,FALSE,FALSE,France
1997,France,Scotland,47,20,1997 Five Nations Championship,Paris,France,FALSE,FALSE,France
1997,Wales,England,13,34,1997 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,England
1997,France,Italy,32,40,1995-97 European Cup final,Grenoble,France,FALSE,FALSE,Italy
1997,Argentina,England,20,46,1997 England tour of Argentina and Australia,Buenos Aires,Argentina,FALSE,FALSE,England
1997,Argentina,England,33,13,1997 England tour of Argentina and Australia,Buenos Aires,Argentina,FALSE,FALSE,Argentina
1997,New Zealand,Argentina,93,8,1997 Argentina tour of New Zealand,Wellington,New Zealand,FALSE,FALSE,New Zealand
1997,Australia,France,29,15,1997 France tour of Romania and Australia,Sydney,Australia,FALSE,FALSE,Australia
1997,Australia,France,26,19,1997 France tour of Romania and Australia,Brisbane,Australia,FALSE,FALSE,Australia
1997,New Zealand,Argentina,62,10,1997 Argentina tour of New Zealand,Hamilton,New Zealand,FALSE,FALSE,New Zealand
1997,New Zealand,Australia,30,13,1997 Bledisloe Cup I,Christchurch,New Zealand,FALSE,FALSE,New Zealand
1997,Australia,England,25,6,1997 England tour of Argentina and Australia,Sydney,Australia,FALSE,FALSE,Australia
1997,South Africa,New Zealand,32,35,1997 Tri Nations Series,Johannesburg,South Africa,FALSE,FALSE,New Zealand
1997,Australia,New Zealand,18,33,1997 Tri Nations Series,Melbourne,Australia,FALSE,FALSE,New Zealand
1997,Australia,South Africa,32,20,1997 Tri Nations Series,Brisbane,Australia,FALSE,FALSE,Australia
1997,New Zealand,South Africa,55,35,1997 Tri Nations Series,Auckland,New Zealand,FALSE,FALSE,New Zealand
1997,New Zealand,Australia,36,24,1997 Tri Nations Series,Dunedin,New Zealand,FALSE,FALSE,New Zealand
1997,South Africa,Australia,61,22,1997 Tri Nations Series,Pretoria,South Africa,FALSE,FALSE,South Africa
1997,France,Italy,30,19,2nd Coupe Latine de Rugby,Auch,France,FALSE,FALSE,France
1997,Argentina,Italy,18,18,,Lourdes,France,TRUE,FALSE,Draw
1997,France,Argentina,32,27,1997 Latin Cup,Tarbes,France,FALSE,FALSE,France
1997,Argentina,Australia,15,23,1997 Australia tour of Argentina and Great Britain,Buenos Aires,Argentina,FALSE,FALSE,Australia
1997,Argentina,Australia,18,16,1997 Australia tour of Argentina and Great Britain,Buenos Aires,Argentina,FALSE,FALSE,Argentina
1997,Italy,South Africa,31,62,1997 South Africa rugby union tour of Europe,Bologna,Italy,FALSE,FALSE,South Africa
1997,France,South Africa,32,36,1997 South Africa rugby union tour of Europe,Lyon,France,FALSE,FALSE,South Africa
1997,England,Australia,15,15,1997 Autumn International,London,England,FALSE,FALSE,Draw
1997,Ireland,New Zealand,15,63,1997 New Zealand rugby union tour of Britain and Ireland,Dublin,Ireland,FALSE,FALSE,New Zealand
1997,France,South Africa,10,52,1997 South Africa rugby union tour of Europe,Paris,France,FALSE,FALSE,South Africa
1997,England,New Zealand,8,25,1997 New Zealand rugby union tour of Britain and Ireland,Manchester,England,FALSE,FALSE,New Zealand
1997,Scotland,Australia,8,37,1997 Australia tour of Argentina and Great Britain,Edinburgh,Scotland,FALSE,FALSE,Australia
1997,Wales,New Zealand,7,42,1997 New Zealand tour of Great Britain and Ireland,London,England,TRUE,FALSE,New Zealand
1997,England,South Africa,11,29,1997 South Africa rugby union tour of Europe,London,England,FALSE,FALSE,South Africa
1997,Scotland,South Africa,10,68,1997 South Africa rugby union tour of Europe,Edinburgh,Scotland,FALSE,FALSE,South Africa
1997,England,New Zealand,26,26,1997 New Zealand rugby union tour of Britain and Ireland,London,England,FALSE,FALSE,Draw
1997,Italy,Ireland,37,22,,Bologna,Italy,FALSE,FALSE,Italy
1998,Italy,Scotland,25,21,,Treviso,Italy,FALSE,FALSE,Italy
1998,Ireland,Scotland,16,17,1998 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Scotland
1998,France,England,24,17,1998 Five Nations Championship,Saint-Denis,France,FALSE,FALSE,France
1998,Wales,Italy,23,20,,Llanelli,Wales,FALSE,FALSE,Wales
1998,Scotland,France,16,51,1998 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,France
1998,England,Wales,60,26,1998 Five Nations Championship,London,England,FALSE,FALSE,England
1998,France,Ireland,18,16,1998 Five Nations Championship,Saint-Denis,France,FALSE,FALSE,France
1998,Wales,Scotland,19,13,1998 Five Nations Championship,London,England,TRUE,FALSE,Wales
1998,Ireland,Wales,21,30,1998 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Wales
1998,Scotland,England,20,34,1998 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,England
1998,England,Ireland,35,17,1998 Five Nations Championship,London,England,FALSE,FALSE,England
1998,Wales,France,0,51,1998 Five Nations Championship,London,England,TRUE,FALSE,France
1998,Australia,England,76,0,"1998 England tour of Australia, New Zealand and South Africa",Brisbane,Australia,FALSE,FALSE,Australia
1998,Argentina,France,18,35,1998 France tour of Argentina and Fiji,Buenos Aires,Argentina,FALSE,FALSE,France
1998,Australia,Scotland,45,3,1998 Scotland tour of Australia and Fiji,Sydney,Australia,FALSE,FALSE,Australia
1998,South Africa,Ireland,37,13,1998 Ireland rugby union tour of South Africa,Bloemfontein,South Africa,FALSE,FALSE,South Africa
1998,New Zealand,England,64,22,1998 England rugby union tour of Australasia and South Africa,Dunedin,New Zealand,FALSE,FALSE,New Zealand
1998,Argentina,France,12,37,1998 France tour of Argentina and Fiji,Buenos Aires,Argentina,FALSE,FALSE,France
1998,Australia,Scotland,33,11,1998 Scotland tour of Australia and Fiji,Brisbane,Australia,FALSE,FALSE,Australia
1998,South Africa,Ireland,33,0,1998 Ireland rugby union tour of South Africa,Pretoria,South Africa,FALSE,FALSE,South Africa
1998,South Africa,Wales,96,13,1998 Wales tour of Zimbabwe and South Africa,Pretoria,South Africa,FALSE,FALSE,South Africa
1998,New Zealand,England,40,10,1998 England rugby union tour of Australasia and South Africa,Auckland,New Zealand,FALSE,FALSE,New Zealand
1998,South Africa,England,18,0,1998 England rugby union tour of Australasia and South Africa,Cape Town,South Africa,FALSE,FALSE,South Africa
1998,Australia,New Zealand,24,16,1998 Tri Nations Series,Melbourne,Australia,FALSE,FALSE,Australia
1998,Australia,South Africa,13,14,1998 Tri Nations Series,Perth,Australia,FALSE,FALSE,South Africa
1998,New Zealand,South Africa,3,13,1998 Tri Nations Series,Wellington,New Zealand,FALSE,FALSE,South Africa
1998,New Zealand,Australia,23,27,1998 Tri Nations Series,Christchurch,New Zealand,FALSE,FALSE,Australia
1998,South Africa,New Zealand,24,23,1998 Tri Nations Series,Durban,South Africa,FALSE,FALSE,South Africa
1998,South Africa,Australia,29,15,1998 Tri Nations Series,Johannesburg,South Africa,FALSE,FALSE,South Africa
1998,Australia,New Zealand,19,14,1998 Bledisloe Cup III,Sydney,Australia,FALSE,FALSE,Australia
1998,Italy,Argentina,23,19,1998 Argentina rugby union tour of Japan and Europe,Piacenza,Italy,FALSE,FALSE,Italy
1998,Wales,South Africa,20,28,1998 South Africa tour of Great Britain and Ireland,London,England,TRUE,FALSE,South Africa
1998,France,Argentina,34,14,1998 Argentina tour of Japan and Europe,Nantes,France,FALSE,FALSE,France
1998,Scotland,South Africa,10,35,1998 South Africa rugby union tour of Britain and Ireland,Edinburgh,Scotland,FALSE,FALSE,South Africa
1998,France,Australia,21,32,1998 Australia tour of France and England,Saint-Denis,France,FALSE,FALSE,Australia
1998,Wales,Argentina,43,30,1998 Autumn International,Llanelli,Wales,FALSE,FALSE,Wales
1998,England,Italy,23,15,1999 Rugby World Cup European qualification,Huddersfield,England,FALSE,FALSE,England
1998,Ireland,South Africa,13,27,1998 South Africa rugby union tour of Britain and Ireland,Dublin,Ireland,FALSE,FALSE,South Africa
1998,England,Australia,11,12,1998 Autumn International,London,England,FALSE,FALSE,Australia
1998,England,South Africa,13,7,1998 South Africa rugby union tour of Britain and Ireland,London,England,FALSE,FALSE,England
1999,Scotland,Wales,33,20,1999 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1999,Ireland,France,9,10,1999 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,France
1999,Wales,Ireland,23,29,1999 Five Nations Championship,London,England,TRUE,FALSE,Ireland
1999,England,Scotland,24,21,1999 Five Nations Championship,London,England,FALSE,FALSE,England
1999,France,Wales,33,34,1999 Five Nations Championship,Paris,France,FALSE,FALSE,Wales
1999,Ireland,England,15,27,1999 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,England
1999,Scotland,Italy,30,12,,Edinburgh,Scotland,FALSE,FALSE,Scotland
1999,England,France,21,10,1999 Five Nations Championship,London,England,FALSE,FALSE,England
1999,Italy,Wales,21,60,,Treviso,Italy,FALSE,FALSE,Wales
1999,Scotland,Ireland,30,13,1999 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1999,Ireland,Italy,39,30,,Dublin,Ireland,FALSE,FALSE,Ireland
1999,France,Scotland,22,36,1999 Five Nations Championship,Saint-Denis,France,FALSE,FALSE,Scotland
1999,England,Wales,32,31,1999 Five Nations Championship,London,England,FALSE,FALSE,England
1999,Argentina,Wales,26,36,1999 Wales tour of Argentina,Buenos Aires,Argentina,FALSE,FALSE,Wales
1999,Argentina,Wales,16,23,1999 Wales tour of Argentina,Buenos Aires,Argentina,FALSE,FALSE,Wales
1999,South Africa,Italy,74,3,1999 Italy rugby union tour of South Africa,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
1999,Australia,Ireland,46,10,1999 Ireland tour of Australia,Brisbane,Australia,FALSE,FALSE,Australia
1999,South Africa,Italy,101,0,1999 Italy rugby union tour of South Africa,Durban,South Africa,FALSE,FALSE,South Africa
1999,Australia,Ireland,32,26,1999 Ireland tour of Australia,Perth,Australia,FALSE,FALSE,Australia
1999,Australia,England,22,15,1999 England tour of Australia,Sydney,Australia,FALSE,FALSE,Australia
1999,Wales,South Africa,29,19,,Cardiff,Wales,FALSE,FALSE,Wales
1999,New Zealand,France,54,7,1999 French tour,Wellington,New Zealand,FALSE,FALSE,New Zealand
1999,New Zealand,South Africa,28,0,1999 Tri Nations Series,Dunedin,New Zealand,FALSE,FALSE,New Zealand
1999,Australia,South Africa,32,6,1999 Tri Nations Series,Brisbane,Australia,FALSE,FALSE,Australia
1999,New Zealand,Australia,34,15,1999 Tri Nations Series,Auckland,New Zealand,FALSE,FALSE,New Zealand
1999,South Africa,New Zealand,18,34,1999 Tri Nations Series,Pretoria,South Africa,FALSE,FALSE,New Zealand
1999,South Africa,Australia,10,9,1999 Tri Nations Series,Cape Town,South Africa,FALSE,FALSE,South Africa
1999,Scotland,Argentina,22,31,1999 Rugby World Cup warm-up match,Edinburgh,Scotland,FALSE,FALSE,Argentina
1999,Wales,France,34,23,1999 Rugby World Cup warm-up match,Cardiff,Wales,FALSE,FALSE,Wales
1999,Australia,New Zealand,28,7,1999 Tri Nations Series,Sydney,Australia,FALSE,FALSE,Australia
1999,Ireland,Argentina,32,24,1999 Rugby World Cup warm-up,Dublin,Ireland,FALSE,FALSE,Ireland
1999,Wales,Argentina,23,18,1999 Rugby World Cup Pool match,Cardiff,Wales,FALSE,TRUE,Wales
1999,England,Italy,67,7,1999 Rugby World Cup Pool Stage,London,England,FALSE,TRUE,England
1999,Scotland,South Africa,29,46,1999 Rugby World Cup,Edinburgh,Scotland,FALSE,TRUE,South Africa
1999,England,New Zealand,16,30,1999 Rugby World Cup Pool Stage,London,England,FALSE,TRUE,New Zealand
1999,Ireland,Australia,3,23,1999 Rugby World Cup Pool match,Dublin,Ireland,FALSE,TRUE,Australia
1999,New Zealand,Italy,101,3,1999 Rugby World Cup,Huddersfield,England,TRUE,TRUE,New Zealand
1999,Argentina,Ireland,28,24,1999 Rugby World Cup,Lens,France,TRUE,TRUE,Argentina
1999,Wales,Australia,9,24,1999 Rugby World Cup Quarter-finals,Cardiff,Wales,FALSE,TRUE,Australia
1999,England,South Africa,21,44,1999 Rugby World Cup Quarter-final,Paris,France,TRUE,TRUE,South Africa
1999,Scotland,New Zealand,18,30,1999 Rugby World Cup Quarter Final,Edinburgh,Scotland,FALSE,TRUE,New Zealand
1999,Argentina,France,26,47,1999 Rugby World Cup,Dublin,Ireland,TRUE,TRUE,France
1999,Australia,South Africa,27,21,1999 Rugby World Cup Semi-final,London,England,TRUE,TRUE,Australia
1999,New Zealand,France,31,43,1999 Rugby World Cup,London,England,TRUE,TRUE,France
1999,South Africa,New Zealand,22,18,1999 Rugby World Cup,Cardiff,Wales,TRUE,TRUE,South Africa
1999,Australia,France,35,12,1999 Rugby World Cup Final,Cardiff,Wales,TRUE,TRUE,Australia
2000,England,Ireland,50,18,2000 Six Nations Championship,London,England,FALSE,FALSE,England
2000,Wales,France,3,36,2000 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,France
2000,Italy,Scotland,34,20,2000 Six Nations Championship,Rome,Italy,FALSE,FALSE,Italy
2000,Ireland,Scotland,44,22,2000 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2000,France,England,9,15,2000 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,England
2000,Wales,Italy,47,16,2000 Six Nations,Cardiff,Wales,FALSE,FALSE,Wales
2000,Scotland,France,16,28,2000 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,France
2000,Ireland,Italy,60,13,2000 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2000,England,Wales,46,12,2000 Six Nations Championship,London,England,FALSE,FALSE,England
2000,Wales,Scotland,26,18,2000 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
2000,Italy,England,12,59,2000 Six Nations Championship,Rome,Italy,FALSE,FALSE,England
2000,France,Ireland,25,27,2000 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,Ireland
2000,France,Italy,42,31,2000 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,France
2000,Ireland,Wales,19,23,2000 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Wales
2000,Scotland,England,19,13,2000 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
2000,Argentina,Ireland,34,23,2000 Ireland rugby union tour of The Americas,Buenos Aires,Argentina,FALSE,FALSE,Argentina
2000,South Africa,England,18,13,2000 England rugby union tour of South Africa,Pretoria,South Africa,FALSE,FALSE,South Africa
2000,Australia,Argentina,53,6,2000 Argentina tour of Australia and England,Brisbane,Australia,FALSE,FALSE,Australia
2000,New Zealand,Scotland,69,20,2000 Scotland rugby union tour of New Zealand,Dunedin,New Zealand,FALSE,FALSE,New Zealand
2000,South Africa,England,22,27,2000 England rugby union tour of South Africa,Bloemfontein,South Africa,FALSE,FALSE,England
2000,Australia,Argentina,32,25,2000 Argentina tour of Australia and England,Canberra,Australia,FALSE,FALSE,Australia
2000,New Zealand,Scotland,48,14,2000 Scotland rugby union tour of New Zealand,Auckland,New Zealand,FALSE,FALSE,New Zealand
2000,Australia,South Africa,44,23,2000 Summer International,Melbourne,Australia,FALSE,FALSE,Australia
2000,Australia,New Zealand,35,39,2000 Tri Nations Series,Sydney,Australia,FALSE,FALSE,New Zealand
2000,New Zealand,South Africa,25,12,2000 Tri Nations Series,Christchurch,New Zealand,FALSE,FALSE,New Zealand
2000,Australia,South Africa,26,6,2000 Tri Nations Series,Sydney,Australia,FALSE,FALSE,Australia
2000,New Zealand,Australia,23,24,2000 Tri Nations Series,Wellington,New Zealand,FALSE,FALSE,Australia
2000,South Africa,New Zealand,46,40,2000 Tri Nations Series,Johannesburg,South Africa,FALSE,FALSE,South Africa
2000,South Africa,Australia,18,19,2000 Tri Nations Series,Durban,South Africa,FALSE,FALSE,Australia
2000,France,Australia,13,18,2000 Australia tour of Great Britain and France,Saint-Denis,France,FALSE,FALSE,Australia
2000,Scotland,Australia,9,30,2000 Autumn International,Edinburgh,Scotland,FALSE,FALSE,Australia
2000,France,New Zealand,26,39,2000 end of year test,Saint-Denis,France,FALSE,FALSE,New Zealand
2000,Argentina,South Africa,33,37,"2000 South Africa tour of Argentina, Great Britain and Ireland",Buenos Aires,Argentina,FALSE,FALSE,South Africa
2000,England,Australia,22,19,2000 Autumn International,London,England,FALSE,FALSE,England
2000,France,New Zealand,42,33,2000 end of year test,Marseilles,France,FALSE,FALSE,France
2000,Ireland,South Africa,18,28,2000 end-of-year test,Dublin,Ireland,FALSE,FALSE,South Africa
2000,England,Argentina,19,0,2000 Autumn International,London,England,FALSE,FALSE,England
2000,Italy,New Zealand,19,56,2000 end-of-year internationals,Genoa,Italy,FALSE,FALSE,New Zealand
2000,Wales,South Africa,13,23,"2000 South Africa tour of Argentina, Great Britain and Ireland",Cardiff,Wales,FALSE,FALSE,South Africa
2000,England,South Africa,25,17,2000 Autumn International,London,England,FALSE,FALSE,England
2001,Italy,Ireland,22,41,2001 Six Nations Championship,Rome,Italy,FALSE,FALSE,Ireland
2001,Wales,England,15,44,2001 Six Nations Championship,Cardiff,Wales,FALSE,FALSE,England
2001,France,Scotland,16,6,2001 Six Nations Championship,Saint-Denis,France,FALSE,FALSE,France
2001,England,Italy,80,23,2001 Six Nations Championship,London,England,FALSE,FALSE,England
2001,Ireland,France,22,15,2001 Six Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
2001,Scotland,Wales,28,28,2001 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Draw
2001,Italy,France,19,30,2001 Six Nations Championship,Rome,Italy,FALSE,FALSE,France
2001,England,Scotland,43,3,2001 Six Nations Championship,London,England,FALSE,FALSE,England
2001,France,Wales,35,43,2001 Six Nations Championship,Paris,France,FALSE,FALSE,Wales
2001,Scotland,Italy,23,19,2001 Six Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
2001,England,France,48,19,2001 Six Nations Championship,London,England,FALSE,FALSE,England
2001,Italy,Wales,23,33,2001 Six Nations,Rome,Italy,FALSE,FALSE,Wales
